Contest number,Word,D,pos_0,pos_1,pos_2,pos_3,pos_4,Mul,VN,VP,FS,FF,FB,FE
380,sever,4.71,s,e,v,e,r,4,2,10,0.7493416367546372,0.15809935205183584,0.03952483801295896,9.91502126632728e-06
381,field,4.08,f,i,e,l,d,1,2,12,0.5453095107181705,0.05874730021598272,0.01468682505399568,0.0019545140217383044
382,fluff,4.98,f,l,u,f,f,27,1,4,0.3000297069975605,0.05874730021598272,0.01468682505399568,1.1767537872563975e-05
383,agape,4.48,a,g,a,p,e,4,3,21,0.6802434117365947,0.06090712742980561,0.015226781857451403,5.987837465031538e-06
384,voice,4.09,v,o,i,c,e,1,3,13,0.5522973147979071,0.018574514038876888,0.004643628509719222,0.0009332799202337893
385,stead,4.38,s,t,e,a,d,1,2,6,0.7411022475619611,0.15809935205183584,0.03952483801295896,1.0470939498614735e-05
386,berth,4.07,b,e,r,t,h,1,1,8,0.5672478588688601,0.07473002159827213,0.018682505399568033,1.5256112590381364e-05
387,madam,4.53,m,a,d,a,m,16,2,10,0.5467600342183754,0.04622030237580994,0.011555075593952484,2.9234465615932585e-05
388,night,4.180000000000001,n,i,g,h,t,1,1,8,0.4325653384718995,0.015982721382289417,0.003995680345572354,0.0018857804533040062
389,bland,3.73,b,l,a,n,d,1,1,4,0.5069416161636223,0.07473002159827213,0.018682505399568033,2.3208863851025802e-05
390,liver,4.609999999999999,l,i,v,e,r,1,2,10,0.5984179372059169,0.03801295896328294,0.009503239740820735,0.00017537664293284125
391,wedge,4.659999999999999,w,e,d,g,e,4,2,9,0.5740007227121933,0.035853131749460046,0.008963282937365011,4.569351707142952e-05
392,roomy,4.33,r,o,o,m,y,4,2,12,0.5335024606870711,0.04535637149028078,0.011339092872570195,8.295259302512187e-06
393,wacky,4.25,w,a,c,k,y,1,1,8,0.39173312909856955,0.035853131749460046,0.008963282937365011,2.6898453285164594e-05
394,flock,4.18,f,l,o,c,k,1,1,4,0.39540694715709224,0.05874730021598272,0.01468682505399568,3.7346754429569493e-05
395,angry,3.9699999999999993,a,n,g,r,y,1,1,16,0.5312831059843448,0.06090712742980561,0.015226781857451403,0.0001338870841298115
396,trite,4.91,t,r,i,t,e,4,2,5,0.6854335148355627,0.06436285097192225,0.016090712742980563,4.153408427059497e-06
397,aphid,4.109999999999999,a,p,h,i,d,1,2,18,0.48920094905122236,0.06090712742980561,0.015226781857451403,4.263840832662545e-06
398,tryst,4.0600000000000005,t,r,y,s,t,4,0,0,0.5990902824799446,0.06436285097192225,0.016090712742980563,2.9720532895696396e-06
399,midge,4.279999999999999,m,i,d,g,e,1,2,9,0.5072816840693843,0.04622030237580994,0.011555075593952484,4.4603047630387694e-06
400,power,4.25,p,o,w,e,r,1,2,10,0.5769112383367405,0.061339092872570194,0.015334773218142549,0.003273624021344011
401,elope,4.24,e,l,o,p,e,4,3,21,0.7256916645504805,0.031101511879049675,0.007775377969762419,1.083289312106094e-06
402,cinch,4.96,c,i,n,c,h,4,1,8,0.4101782277986401,0.08552915766738661,0.021382289416846653,6.172411564192258e-06
403,motto,4.5,m,o,t,t,o,16,2,9,0.5492829442557048,0.04622030237580994,0.011555075593952484,2.7364627129225186e-05
404,stomp,4.05,s,t,o,m,p,1,1,4,0.5369015102982434,0.15809935205183584,0.03952483801295896,1.687457432964069e-05
405,upset,3.95,u,p,s,e,t,1,2,18,0.6312841152683388,0.014254859611231102,0.0035637149028077755,8.010082495390008e-05
406,bluff,4.359999999999999,b,l,u,f,f,4,1,4,0.31308734501765334,0.07473002159827213,0.018682505399568033,5.643943961664923e-05
407,cramp,3.96,c,r,a,m,p,1,1,4,0.508929313842938,0.08552915766738661,0.021382289416846653,5.8094466559804594e-06
408,quart,4.29,q,u,a,r,t,1,2,12,0.511354473306769,0.009935205183585313,0.002483801295896328,2.8924607657354068e-05
409,coyly,5.3500000000000005,c,o,y,l,y,4,1,8,0.4518096279613011,0.08552915766738661,0.021382289416846653,7.537546219169869e-07
410,youth,4.42,y,o,u,t,h,1,2,12,0.45112042075387837,0.002591792656587473,0.0006479481641468683,0.0007429519951341962
411,rhyme,4.1,r,h,y,m,e,1,1,1,0.532691612464941,0.04535637149028078,0.011339092872570195,2.211440705467963e-05
412,buggy,4.82,b,u,g,g,y,4,1,8,0.2996753875154002,0.07473002159827213,0.018682505399568033,2.8250094498641255e-05
413,alien,3.45,a,l,i,e,n,1,3,22,0.70912329093057,0.06090712742980561,0.015226781857451403,0.00015155639904875483
414,smear,4.39,s,m,e,a,r,1,2,6,0.7546355380243692,0.15809935205183584,0.03952483801295896,1.862973301052954e-05
415,unfit,4.16,u,n,f,i,t,1,2,18,0.4365287359163843,0.014254859611231102,0.0035637149028077755,1.1761903566155656e-05
416,patty,4.32,p,a,t,t,y,4,1,8,0.5312669331203433,0.061339092872570194,0.015334773218142549,3.3801403239483664e-05
417,cling,4.31,c,l,i,n,g,1,1,4,0.4442960234007966,0.08552915766738661,0.021382289416846653,1.36708643650521e-05
418,glean,4.04,g,l,e,a,n,1,2,6,0.6450856807124005,0.04967602591792657,0.012419006479481642,3.3654434523863593e-06
419,label,4.39,l,a,b,e,l,4,2,10,0.6603393909964166,0.03801295896328294,0.009503239740820735,0.0005975233521596129
420,hunky,4.73,h,u,n,k,y,1,1,8,0.3424366993494983,0.029805615550755938,0.0074514038876889845,4.039349839639813e-06
421,khaki,4.510000000000001,k,h,a,k,i,4,2,5,0.43877071641531507,0.008639308855291577,0.0021598272138228943,2.1403198669615205e-05
422,poker,4.51,p,o,k,e,r,1,2,10,0.586671055092922,0.061339092872570194,0.015334773218142549,0.0018644472645032491
423,gruel,4.25,g,r,u,e,l,1,2,6,0.589714569217122,0.04967602591792657,0.012419006479481642,1.187480639841466e-06
424,twice,3.97,t,w,i,c,e,1,2,5,0.5384708861087866,0.06436285097192225,0.016090712742980563,0.00028815242880580696
425,twang,4.180000000000001,t,w,a,n,g,1,1,4,0.4686128931774226,0.06436285097192225,0.016090712742980563,3.5123110394298694e-06
426,shrug,4.18,s,h,r,u,g,1,1,2,0.4990795046239596,0.15809935205183584,0.03952483801295896,1.0409106597518315e-05
427,treat,3.52,t,r,e,a,t,4,2,6,0.7481315417258878,0.06436285097192225,0.016090712742980563,0.0002808819487103914
428,waste,4.369999999999999,w,a,s,t,e,1,2,9,0.7011757347861078,0.035853131749460046,0.008963282937365011,0.0005936183588574022
429,merit,3.76,m,e,r,i,t,1,2,10,0.6327502603770303,0.04622030237580994,0.011555075593952484,9.31956898407479e-05
430,woven,4.54,w,o,v,e,n,1,2,10,0.4930291105472001,0.035853131749460046,0.008963282937365011,6.13781692284518e-05
431,needy,4.220000000000001,n,e,e,d,y,4,2,12,0.6513791055109135,0.015982721382289417,0.003995680345572354,2.363717226663459e-05
432,clown,3.91,c,l,o,w,n,1,1,4,0.4434531212918187,0.08552915766738661,0.021382289416846653,4.4518258542412254e-05
433,irony,3.95,i,r,o,n,y,1,2,20,0.5509784521920614,0.01468682505399568,0.00367170626349892,3.1959418452148674e-05
434,ruder,4.53,r,u,d,e,r,4,2,10,0.6373847465572371,0.04535637149028078,0.011339092872570195,1.2953992779700337e-06
435,gauze,4.94,g,a,u,z,e,1,3,13,0.5284690033280025,0.04967602591792657,0.012419006479481642,8.035069921963927e-06
436,chief,3.81,c,h,i,e,f,1,2,6,0.49046386732901104,0.08552915766738661,0.021382289416846653,0.0006602192267406358
437,onset,4.029999999999999,o,n,s,e,t,1,2,18,0.7184326670775412,0.017710583153347732,0.004427645788336933,5.5748413606078195e-05
438,prize,4.77,p,r,i,z,e,1,2,5,0.5367193933108791,0.061339092872570194,0.015334773218142549,0.00023410888408418852
439,fungi,4.23,f,u,n,g,i,1,2,9,0.3772767045296787,0.05874730021598272,0.01468682505399568,2.890420857876805e-05
440,charm,3.74,c,h,a,r,m,1,1,4,0.5055564326553228,0.08552915766738661,0.021382289416846653,0.00015248230340185522
441,gully,4.91,g,u,l,l,y,4,1,8,0.4220273353828419,0.04967602591792657,0.012419006479481642,1.1568155660407033e-05
442,inter,4.01,i,n,t,e,r,1,2,18,0.668582014761893,0.01468682505399568,0.00367170626349892,0.00022059531799650508
443,whoop,4.32,w,h,o,o,p,4,2,6,0.4232879351447887,0.035853131749460046,0.008963282937365011,4.7928155227666295e-06
444,taunt,4.65,t,a,u,n,t,4,2,12,0.5738842537712869,0.06436285097192225,0.016090712742980563,4.263985302057631e-06
445,leery,4.31,l,e,e,r,y,4,2,12,0.7351971822736494,0.03801295896328294,0.009503239740820735,2.437198695085592e-06
446,class,4.36,c,l,a,s,s,4,1,4,0.7014720832655241,0.08552915766738661,0.021382289416846653,0.0027606334684529606
447,theme,3.77,t,h,e,m,e,4,2,5,0.6457441554248711,0.06436285097192225,0.016090712742980563,0.0005377141783495433
448,lofty,4.35,l,o,f,t,y,1,1,8,0.4614445529165774,0.03801295896328294,0.009503239740820735,1.4716533846678034e-05
449,tibia,4.4,t,i,b,i,a,4,3,11,0.5711384257317969,0.06436285097192225,0.016090712742980563,8.968342214213655e-06
450,booze,4.87,b,o,o,z,e,4,3,13,0.5373516266395038,0.07473002159827213,0.018682505399568033,1.702852091704337e-05
451,alpha,4.24,a,l,p,h,a,4,2,17,0.5911731913093757,0.06090712742980561,0.015226781857451403,0.000402099298042272
452,thyme,3.92,t,h,y,m,e,1,1,1,0.5049992511437031,0.06436285097192225,0.016090712742980563,1.4559957916284804e-05
453,doubt,3.61,d,o,u,b,t,1,2,12,0.44626945329031653,0.04794816414686825,0.011987041036717062,0.0002934355590085529
454,parer,5.99,p,a,r,e,r,4,2,10,0.7273965600439869,0.061339092872570194,0.015334773218142549,5.494748972666592e-07
455,chute,3.55,c,h,u,t,e,1,2,5,0.5279044122937275,0.08552915766738661,0.021382289416846653,1.204881978479466e-05
456,stick,3.61,s,t,i,c,k,1,1,4,0.5101458942306855,0.15809935205183584,0.03952483801295896,0.0003235988183654876
457,trice,4.51,t,r,i,c,e,1,2,5,0.6446139438055802,0.06436285097192225,0.016090712742980563,5.121902357830973e-06
458,alike,4.25,a,l,i,k,e,1,3,21,0.6572839113848653,0.06090712742980561,0.015226781857451403,8.987064003122734e-05
459,recap,4.0,r,e,c,a,p,1,2,10,0.6588846276927667,0.04535637149028078,0.011339092872570195,4.1346880828443705e-05
460,saint,3.62,s,a,i,n,t,1,2,12,0.6702884505281616,0.15809935205183584,0.03952483801295896,0.0005624069451452461
461,glory,3.83,g,l,o,r,y,1,1,4,0.5045423738156873,0.04967602591792657,0.012419006479481642,0.0001901047632250051
462,grate,3.77,g,r,a,t,e,1,2,5,0.6888795103391823,0.04967602591792657,0.012419006479481642,9.71058262534236e-06
463,admit,3.96,a,d,m,i,t,1,2,18,0.5367452617865827,0.06090712742980561,0.015226781857451403,0.00012685360607703303
464,brisk,4.0,b,r,i,s,k,1,1,4,0.517057973637421,0.07473002159827213,0.018682505399568033,1.1181931179586533e-05
465,soggy,4.3,s,o,g,g,y,4,1,8,0.4760352000966318,0.15809935205183584,0.03952483801295896,4.789521620558689e-06
466,usurp,4.12,u,s,u,r,p,4,2,20,0.5292730500298833,0.014254859611231102,0.0035637149028077755,2.477014460371045e-06
467,scald,4.21,s,c,a,l,d,1,1,4,0.603760648908808,0.15809935205183584,0.03952483801295896,1.4712618726071227e-06
468,scorn,3.92,s,c,o,r,n,1,1,4,0.6080333979775003,0.15809935205183584,0.03952483801295896,8.999345346398916e-06
469,leave,4.26,l,e,a,v,e,4,3,13,0.7306956621663004,0.03801295896328294,0.009503239740820735,0.0010251223219099566
470,twine,3.93,t,w,i,n,e,1,2,5,0.5624389570650994,0.06436285097192225,0.016090712742980563,6.002082147386928e-06
471,sting,3.95,s,t,i,n,g,1,1,4,0.543552813419667,0.15809935205183584,0.03952483801295896,4.006516280218823e-05
472,bough,4.36,b,o,u,g,h,1,2,12,0.37374138131255963,0.07473002159827213,0.018682505399568033,7.513376489372132e-06
473,marxh,3.86,m,a,r,x,h,1,1,8,0.4431463638112104,0.04622030237580994,0.011555075593952484,0.0
474,sloth,3.54,s,l,o,t,h,1,1,4,0.5869619153372863,0.15809935205183584,0.03952483801295896,7.504144895026194e-06
475,dandy,4.949999999999999,d,a,n,d,y,4,1,8,0.48579440885040726,0.04794816414686825,0.011987041036717062,1.5865455604971286e-05
476,vigor,4.42,v,i,g,o,r,1,2,10,0.46428515637112544,0.018574514038876888,0.004643628509719222,1.4122519034906639e-05
477,howdy,4.61,h,o,w,d,y,1,1,8,0.366576907947017,0.029805615550755938,0.0074514038876889845,1.049775301834253e-05
478,enjoy,4.64,e,n,j,o,y,1,2,18,0.5119229717698403,0.031101511879049675,0.007775377969762419,0.0007243905672536629
479,valid,4.04,v,a,l,i,d,1,2,10,0.502412938615469,0.018574514038876888,0.004643628509719222,0.0008248438360728453
480,ionic,4.859999999999999,i,o,n,i,c,4,3,26,0.5307249435621766,0.01468682505399568,0.00367170626349892,2.6121395749820382e-05
481,equal,4.239999999999999,e,q,u,a,l,1,3,22,0.5816842031449532,0.031101511879049675,0.007775377969762419,0.0005032209111769971
482,floor,4.07,f,l,o,o,r,4,2,6,0.555751100839023,0.05874730021598272,0.01468682505399568,0.0007766653153834965
483,catch,4.8,c,a,t,c,h,4,1,8,0.48972775476263486,0.08552915766738661,0.021382289416846653,0.0002947317095273774
484,spade,3.86,s,p,a,d,e,1,2,5,0.6926749045588223,0.15809935205183584,0.03952483801295896,2.264651673065706e-05
485,stein,3.7199999999999993,s,t,e,i,n,1,2,6,0.7000769041976689,0.15809935205183584,0.03952483801295896,5.624979464172102e-05
486,exist,4.04,e,x,i,s,t,1,2,20,0.6136987643972436,0.031101511879049675,0.007775377969762419,0.0003662173188094703
487,quirk,4.19,q,u,i,r,k,1,2,12,0.3799655667970697,0.009935205183585313,0.002483801295896328,6.4154379806044086e-06
488,denim,3.87,d,e,n,i,m,1,2,10,0.5496822153824203,0.04794816414686825,0.011987041036717062,6.844315605629832e-05
489,grove,4.45,g,r,o,v,e,1,2,5,0.5567716369309579,0.04967602591792657,0.012419006479481642,0.00021944168653593204
490,spiel,3.92,s,p,i,e,l,1,2,6,0.6692510930363256,0.15809935205183584,0.03952483801295896,1.172978801962824e-05
491,mummy,5.529999999999999,m,u,m,m,y,27,1,8,0.32172953985769903,0.04622030237580994,0.011555075593952484,2.714483139154272e-05
492,fault,4.0,f,a,u,l,t,1,2,12,0.5168282946485047,0.05874730021598272,0.01468682505399568,0.00018943786360341326
493,foggy,4.54,f,o,g,g,y,4,1,8,0.3421904583750406,0.05874730021598272,0.01468682505399568,1.0176221932641137e-05
494,flout,3.98,f,l,o,u,t,1,2,6,0.4724860306380519,0.05874730021598272,0.01468682505399568,1.0459006326580707e-06
495,carry,4.2700000000000005,c,a,r,r,y,4,1,8,0.5942594277359754,0.08552915766738661,0.021382289416846653,0.0004775649235834433
496,sneak,3.96,s,n,e,a,k,1,2,6,0.6940840514686197,0.15809935205183584,0.03952483801295896,3.295169204535116e-05
497,libel,4.489999999999999,l,i,b,e,l,4,2,10,0.5976413641060916,0.03801295896328294,0.009503239740820735,1.2523040574161493e-05
498,waltz,4.63,w,a,l,t,z,1,1,8,0.4451796778843786,0.035853131749460046,0.008963282937365011,2.489238015889195e-05
499,aptly,4.120000000000001,a,p,t,l,y,1,1,16,0.5320169648884691,0.06090712742980561,0.015226781857451403,8.644629640646478e-06
501,inept,4.01,i,n,e,p,t,1,2,20,0.5924623104375165,0.01468682505399568,0.00367170626349892,6.624398513655494e-06
502,aloud,3.56,a,l,o,u,d,1,3,22,0.576102943724716,0.06090712742980561,0.015226781857451403,5.408729005445023e-05
503,photo,3.77,p,h,o,t,o,4,2,5,0.5017386315203445,0.061339092872570194,0.015334773218142549,0.0032812647331582107
504,dream,3.48,d,r,e,a,m,1,2,6,0.656924103667653,0.04794816414686825,0.011987041036717062,0.0004842407965425676
505,stale,3.63,s,t,a,l,e,1,2,5,0.7803764629297893,0.15809935205183584,0.03952483801295896,1.5395482215819956e-05
506,begin,3.98,b,e,g,i,n,1,2,10,0.520037769109465,0.07473002159827213,0.018682505399568033,0.0006563952807690679
507,spell,4.09,s,p,e,l,l,4,1,4,0.6652155459729873,0.15809935205183584,0.03952483801295896,0.0001228863753594197
508,rainy,3.51,r,a,i,n,y,1,2,12,0.5953207162025143,0.04535637149028078,0.011339092872570195,3.5670764977187283e-05
509,unite,3.75,u,n,i,t,e,1,3,21,0.6084582862722582,0.014254859611231102,0.0035637149028077755,4.173322088478027e-05
510,medal,4.07,m,e,d,a,l,1,2,10,0.6299817741145408,0.04622030237580994,0.011555075593952484,0.00011192096046224721
511,valet,4.12,v,a,l,e,t,1,2,10,0.6334236027750041,0.018574514038876888,0.004643628509719222,2.9655088259722843e-05
512,inane,4.15,i,n,a,n,e,4,3,21,0.6915217590887747,0.01468682505399568,0.00367170626349892,4.613529003466024e-06
513,maple,3.95,m,a,p,l,e,1,2,9,0.6200786147111046,0.04622030237580994,0.011555075593952484,0.00014020106125424764
514,snarl,4.3500000000000005,s,n,a,r,l,1,1,4,0.6939452647860611,0.15809935205183584,0.03952483801295896,2.667468463911729e-06
515,baker,4.72,b,a,k,e,r,1,2,10,0.6178408091620288,0.07473002159827213,0.018682505399568033,0.00021471720503704066
516,there,3.5900000000000007,t,h,e,r,e,4,2,5,0.7261197712046412,0.06436285097192225,0.016090712742980563,0.010129763536804368
517,glyph,4.06,g,l,y,p,h,1,0,0,0.3534811035892206,0.04967602591792657,0.012419006479481642,9.134178632831838e-06
518,avert,4.03,a,v,e,r,t,1,2,20,0.6603659323281161,0.06090712742980561,0.015226781857451403,1.1087087021713167e-05
519,brave,4.5,b,r,a,v,e,1,2,5,0.5987660793836316,0.07473002159827213,0.018682505399568033,7.543261428439435e-05
520,axiom,4.33,a,x,i,o,m,1,3,22,0.49518114722352663,0.06090712742980561,0.015226781857451403,2.1605007967609578e-05
521,prime,3.93,p,r,i,m,e,1,2,5,0.5843229173738917,0.061339092872570194,0.015334773218142549,0.0005534391663616733
522,drive,3.74,d,r,i,v,e,1,2,5,0.5591437218380886,0.04794816414686825,0.011987041036717062,0.0015573709918923985
523,feast,3.830000000000001,f,e,a,s,t,1,2,12,0.704968940197086,0.05874730021598272,0.01468682505399568,6.0186181143483686e-05
524,itchy,3.87,i,t,c,h,y,1,1,16,0.42437645401242063,0.01468682505399568,0.00367170626349892,1.7075805750054726e-05
525,clean,3.45,c,l,e,a,n,1,2,6,0.6635181410691235,0.08552915766738661,0.021382289416846653,0.0006556274259341906
526,happy,3.9,h,a,p,p,y,4,1,8,0.43103936592645076,0.029805615550755938,0.0074514038876889845,0.0009169750176228482
527,tepid,3.5700000000000003,t,e,p,i,d,1,2,10,0.5707896269114836,0.06436285097192225,0.016090712742980563,3.1883673148305557e-06
528,undue,4.4,u,n,d,u,e,4,3,19,0.5327171566726947,0.014254859611231102,0.0035637149028077755,1.9901627117919227e-05
530,eject,4.55,e,j,e,c,t,4,2,20,0.6055584633833591,0.031101511879049675,0.007775377969762419,1.3508032909851686e-05
531,chafe,3.97,c,h,a,f,e,1,2,5,0.553161894219336,0.08552915766738661,0.021382289416846653,1.7167587156752287e-06
532,torso,3.85,t,o,r,s,o,4,2,9,0.6888458107924886,0.06436285097192225,0.016090712742980563,2.55647551705575e-05
533,adore,3.6,a,d,o,r,e,1,3,21,0.7327486998375214,0.06090712742980561,0.015226781857451403,1.6993068127489488e-05
534,woken,4.8,w,o,k,e,n,1,2,10,0.5121038403255974,0.035853131749460046,0.008963282937365011,5.26307785070813e-06
535,amber,4.23,a,m,b,e,r,1,2,18,0.6338484343228707,0.06090712742980561,0.015226781857451403,0.00015986271025999102
536,joust,4.0200000000000005,j,o,u,s,t,1,2,12,0.5017311409307017,0.008639308855291577,0.0021598272138228943,2.315974425669687e-06
537,infer,4.3,i,n,f,e,r,1,2,18,0.5939245237973155,0.01468682505399568,0.00367170626349892,1.595722256472934e-05
538,braid,3.5600000000000005,b,r,a,i,d,1,2,6,0.555521024621868,0.07473002159827213,0.018682505399568033,1.418610001568359e-05
539,knock,4.220000000000001,k,n,o,c,k,4,1,4,0.38377202666050014,0.008639308855291577,0.0021598272138228943,7.506648549643018e-05
540,naive,4.08,n,a,i,v,e,1,3,13,0.6206076497646726,0.015982721382289417,0.003995680345572354,2.670500876514565e-05
541,apply,4.05,a,p,p,l,y,4,1,16,0.48358962188533033,0.06090712742980561,0.015226781857451403,0.0011029007146562265
542,spoke,3.82,s,p,o,k,e,1,2,5,0.6181659445286978,0.15809935205183584,0.03952483801295896,0.0001672654665335465
543,usual,4.24,u,s,u,a,l,4,3,22,0.618241669201699,0.014254859611231102,0.0035637149028077755,0.00024624780943069776
544,rival,4.0,r,i,v,a,l,1,2,10,0.5686294835364095,0.04535637149028078,0.011339092872570195,6.20961243342667e-05
545,probe,4.19,p,r,o,b,e,1,2,5,0.5937620817678115,0.061339092872570194,0.015334773218142549,0.00013932340967910567
546,chord,3.66,c,h,o,r,d,1,1,4,0.4753732395036998,0.08552915766738661,0.021382289416846653,4.5124249867036204e-05
547,taper,4.07,t,a,p,e,r,1,2,10,0.699704198722749,0.06436285097192225,0.016090712742980563,1.869533656283768e-05
548,slate,3.43,s,l,a,t,e,1,2,5,0.7803764629297893,0.15809935205183584,0.03952483801295896,5.5099240379263304e-05
549,third,3.47,t,h,i,r,d,1,1,4,0.4978370476538099,0.06436285097192225,0.016090712742980563,0.001379527273993568
550,lunar,3.75,l,u,n,a,r,1,2,10,0.6023266468606505,0.03801295896328294,0.009503239740820735,5.217864708822298e-05
551,excel,4.51,e,x,c,e,l,4,2,18,0.6069284549382057,0.031101511879049675,0.007775377969762419,0.00020418535724145805
552,aorta,4.130000000000001,a,o,r,t,a,4,3,25,0.7414844297677168,0.06090712742980561,0.015226781857451403,9.261311700506724e-06
553,poise,3.72,p,o,i,s,e,1,3,13,0.691642402979536,0.061339092872570194,0.015334773218142549,4.901312038475538e-06
554,extra,4.180000000000001,e,x,t,r,a,1,2,17,0.644901901851793,0.031101511879049675,0.007775377969762419,0.0008578203624072116
555,judge,5.18,j,u,d,g,e,1,2,9,0.41889839286724007,0.008639308855291577,0.0021598272138228943,0.00044649468536416437
556,condo,4.45,c,o,n,d,o,4,2,9,0.5057709440108824,0.08552915766738661,0.021382289416846653,9.310832919753995e-05
557,impel,4.15,i,m,p,e,l,1,2,18,0.5573805878207796,0.01468682505399568,0.00367170626349892,1.2488945796921408e-06
558,havoc,4.4,h,a,v,o,c,1,2,10,0.46592305810618195,0.029805615550755938,0.0074514038876889845,2.4446981013844594e-05
559,molar,4.140000000000001,m,o,l,a,r,1,2,10,0.6220676013555211,0.04622030237580994,0.011555075593952484,9.394295778682556e-06
560,manly,4.34,m,a,n,l,y,1,1,8,0.5109095533594058,0.04622030237580994,0.011555075593952484,1.8210092758625857e-05
